Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402737;1616;Fordran anställda Cykelleasing;1 134,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402744;1616;Fordran anställda Cykelleasing;529,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402752;1616;Fordran anställda Cykelleasing;720,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402822;1616;Fordran anställda Cykelleasing;929,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402844;1616;Fordran anställda Cykelleasing;687,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402694;1616;Fordran anställda Cykelleasing;295,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402703;1616;Fordran anställda Cykelleasing;538,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402708;1616;Fordran anställda Cykelleasing;579,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402718;1616;Fordran anställda Cykelleasing;347,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402719;1616;Fordran anställda Cykelleasing;529,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402681;1616;Fordran anställda Cykelleasing;699,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403227;1616;Fordran anställda Cykelleasing;476,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402724;1616;Fordran anställda Cykelleasing;483,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402827;1616;Fordran anställda Cykelleasing;497,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402684;1616;Fordran anställda Cykelleasing;727,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402688;1616;Fordran anställda Cykelleasing;838,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402693;1616;Fordran anställda Cykelleasing;699,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403020;1616;Fordran anställda Cykelleasing;497,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403627;1616;Fordran anställda Cykelleasing;721,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286281;6961;Trängselskatt;309,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286260;6951;Hyra/leasing bilar o andra transportmedel;5 544,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286196;6961;Trängselskatt;89,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286196;6951;Hyra/leasing bilar o andra transportmedel;8 481,36
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286199;6951;Hyra/leasing bilar o andra transportmedel;8 583,11
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286262;6951;Hyra/leasing bilar o andra transportmedel;8 101,14
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286260;6961;Trängselskatt;234,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286475;6951;Hyra/leasing bilar o andra transportmedel;7 716,63
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286483;6951;Hyra/leasing bilar o andra transportmedel;10 501,70
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286276;6951;Hyra/leasing bilar o andra transportmedel;8 219,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286277;6951;Hyra/leasing bilar o andra transportmedel;16 881,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286276;6961;Trängselskatt;976,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286277;6961;Trängselskatt;319,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286475;6961;Trängselskatt;85,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286483;6961;Trängselskatt;244,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286452;6961;Trängselskatt;103,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286462;6951;Hyra/leasing bilar o andra transportmedel;9 586,21
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286476;6951;Hyra/leasing bilar o andra transportmedel;14 415,10
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286485;6951;Hyra/leasing bilar o andra transportmedel;17 133,27
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6951;Hyra/leasing bilar o andra transportmedel;1 107,48
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286248;6961;Trängselskatt;368,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6961;Trängselskatt;212,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6961;Trängselskatt;212,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286485;6961;Trängselskatt;318,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286462;6961;Trängselskatt;381,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286233;6311;Hyra/leasing arbetsmaskiner;34 991,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6991;Övriga kostnader transportmedel;28,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286248;6951;Hyra/leasing bilar o andra transportmedel;7 404,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6951;Hyra/leasing bilar o andra transportmedel;1 107,48
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6951;Hyra/leasing bilar o andra transportmedel;416,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6951;Hyra/leasing bilar o andra transportmedel;1 107,48
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286516;6311;Hyra/leasing arbetsmaskiner;4 214,49
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286536;6311;Hyra/leasing arbetsmaskiner;10 972,80
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286481;6329;Hyra/leasing övriga inventarier;5 563,92
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286525;6329;Hyra/leasing övriga inventarier;4 214,49
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286206;6311;Hyra/leasing arbetsmaskiner;10 747,22
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286219;6311;Hyra/leasing arbetsmaskiner;4 606,32
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286469;6951;Hyra/leasing bilar o andra transportmedel;4 442,86
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286469;6951;Hyra/leasing bilar o andra transportmedel;2 221,42
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286469;6951;Hyra/leasing bilar o andra transportmedel;740,48
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286430;6311;Hyra/leasing arbetsmaskiner;3 634,48
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286433;6311;Hyra/leasing arbetsmaskiner;3 804,71
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286484;6311;Hyra/leasing arbetsmaskiner;5 569,62
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286427;6329;Hyra/leasing övriga inventarier;2 060,21
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286427;6329;Hyra/leasing övriga inventarier;4 120,31
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286427;6329;Hyra/leasing övriga inventarier;2 060,21
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286428;6311;Hyra/leasing arbetsmaskiner;2 223,96
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286435;6311;Hyra/leasing arbetsmaskiner;3 622,47
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286460;6311;Hyra/leasing arbetsmaskiner;15 173,70
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286418;6311;Hyra/leasing arbetsmaskiner;3 084,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286423;6311;Hyra/leasing arbetsmaskiner;3 595,19
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286427;6329;Hyra/leasing övriga inventarier;2 060,21
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286427;6329;Hyra/leasing övriga inventarier;2 060,21
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286427;6329;Hyra/leasing övriga inventarier;2 060,21
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286427;6329;Hyra/leasing övriga inventarier;2 060,21
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286275;6951;Hyra/leasing bilar o andra transportmedel;3 500,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286327;6951;Hyra/leasing bilar o andra transportmedel;2 775,13
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286327;6951;Hyra/leasing bilar o andra transportmedel;2 272,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286307;6311;Hyra/leasing arbetsmaskiner;3 079,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286402;6311;Hyra/leasing arbetsmaskiner;3 595,19
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286412;6311;Hyra/leasing arbetsmaskiner;3 804,71
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286254;6961;Trängselskatt;122,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286338;6961;Trängselskatt;327,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286327;6961;Trängselskatt;446,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286254;6951;Hyra/leasing bilar o andra transportmedel;17 377,30
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286338;6951;Hyra/leasing bilar o andra transportmedel;3 442,06
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286338;6951;Hyra/leasing bilar o andra transportmedel;3 769,39
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286351;6961;Trängselskatt;367,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286351;6951;Hyra/leasing bilar o andra transportmedel;2 644,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286351;6951;Hyra/leasing bilar o andra transportmedel;2 262,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6951;Hyra/leasing bilar o andra transportmedel;691,48
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6961;Trängselskatt;212,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286250;6961;Trängselskatt;212,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286323;6951;Hyra/leasing bilar o andra transportmedel;8 967,89
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286336;6951;Hyra/leasing bilar o andra transportmedel;8 386,95
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286306;6961;Trängselskatt;664,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286309;6961;Trängselskatt;863,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286323;6961;Trängselskatt;813,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286336;6961;Trängselskatt;145,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286198;6961;Trängselskatt;933,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286221;6961;Trängselskatt;290,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286221;6921;Fordonsskatt;8 758,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286303;6961;Trängselskatt;845,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286306;6951;Hyra/leasing bilar o andra transportmedel;7 064,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286309;6951;Hyra/leasing bilar o andra transportmedel;8 455,45
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286298;6951;Hyra/leasing bilar o andra transportmedel;8 387,60
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286299;6951;Hyra/leasing bilar o andra transportmedel;8 592,90
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286303;6951;Hyra/leasing bilar o andra transportmedel;8 589,35
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286265;6311;Hyra/leasing arbetsmaskiner;36 567,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286198;6951;Hyra/leasing bilar o andra transportmedel;10 376,63
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286221;6951;Hyra/leasing bilar o andra transportmedel;9 483,96
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286214;6951;Hyra/leasing bilar o andra transportmedel;6 646,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001279907;6951;Hyra/leasing bilar o andra transportmedel;10 530,34
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286197;6951;Hyra/leasing bilar o andra transportmedel;14 526,73
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286197;6961;Trängselskatt;34,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286298;6961;Trängselskatt;1 094,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286299;6961;Trängselskatt;372,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286253;6961;Trängselskatt;760,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286272;6961;Trängselskatt;745,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286253;6951;Hyra/leasing bilar o andra transportmedel;12 391,92
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286272;6951;Hyra/leasing bilar o andra transportmedel;6 363,89
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286203;6961;Trängselskatt;315,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286203;6951;Hyra/leasing bilar o andra transportmedel;8 507,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001279867;6961;Trängselskatt;437,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001279867;6951;Hyra/leasing bilar o andra transportmedel;2 267,73
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001279867;6951;Hyra/leasing bilar o andra transportmedel;2 884,80
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001279885;6961;Trängselskatt;196,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001279885;6951;Hyra/leasing bilar o andra transportmedel;9 600,88
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286218;6951;Hyra/leasing bilar o andra transportmedel;6 646,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286519;6321;Hyra/leasing it-utrustning;411,94
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286543;6321;Hyra/leasing it-utrustning;8 746,32
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286530;6311;Hyra/leasing arbetsmaskiner;6 334,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286548;6329;Hyra/leasing övriga inventarier;1 058,42
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286258;6961;Trängselskatt;589,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286258;6951;Hyra/leasing bilar o andra transportmedel;5 543,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286360;6951;Hyra/leasing bilar o andra transportmedel;150,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286514;6951;Hyra/leasing bilar o andra transportmedel;9 600,62
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286513;6961;Trängselskatt;63,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286514;6961;Trängselskatt;185,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286526;6961;Trängselskatt;126,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286526;6951;Hyra/leasing bilar o andra transportmedel;6 772,44
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286397;6329;Hyra/leasing övriga inventarier;2 685,53
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286395;6961;Trängselskatt;776,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286395;6951;Hyra/leasing bilar o andra transportmedel;8 199,14
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403363;1616;Fordran anställda Cykelleasing;552,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403404;1616;Fordran anställda Cykelleasing;669,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403420;1616;Fordran anställda Cykelleasing;219,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403212;1616;Fordran anställda Cykelleasing;754,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403253;1616;Fordran anställda Cykelleasing;450,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403667;1616;Fordran anställda Cykelleasing;687,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403287;1616;Fordran anställda Cykelleasing;991,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403292;1616;Fordran anställda Cykelleasing;384,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402973;1616;Fordran anställda Cykelleasing;226,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403018;1616;Fordran anställda Cykelleasing;561,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403267;1616;Fordran anställda Cykelleasing;741,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403436;1616;Fordran anställda Cykelleasing;669,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403493;1616;Fordran anställda Cykelleasing;678,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403495;1616;Fordran anställda Cykelleasing;564,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403244;1616;Fordran anställda Cykelleasing;1 155,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403251;1616;Fordran anställda Cykelleasing;387,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402962;1616;Fordran anställda Cykelleasing;589,00
